,Material_Name,C10_LSE,C11_LSE,C12_LSE,C13_LSE,C14_LSE
85,"Soil Sample 9 - Hard Pan, Ground (Page, Arizona)",0.8823821241254842,0.8994072354029363,0.8966965732776842,0.9688689479586184,0.9735525871990584
86,"Soil Sample 5 - Non Productive Vegetation (Page, Arizon",0.8458870573904802,0.8586513826127685,0.8431817263578228,0.9528647316838172,0.9604207770343932
87,"Soil Sample 1 (Page, Arizona)",0.7621722115341724,0.7976227644188973,0.7662106035159177,0.9543937290545582,0.9658635963510832
88,"Soil Sample 4 (Page, Arizona)",0.7108683764043273,0.7313460967415589,0.6821479410415066,0.9455565028009616,0.9597632884176864
89,"Soil Sample 8 - Hard Pan, Ground (Page, Arizona)",0.868092536770318,0.9061392547991808,0.9169261267682398,0.9665453749864388,0.9696829117353252
90,Sample 5 of Surface from Railroad Valley - Playa,0.9720098793539494,0.9676341189210984,0.9230486542694788,0.9147579782522918,0.9413241917852272
91,Sample 1 of Surface from Railroad Valley - Playa,0.9710904698197804,0.9773020341014894,0.9683908552399768,0.9718083303810978,0.9757584816057976
92,Sample 4 of Surface from Railroad Valley - Playa,0.9695578028682684,0.9695586161116956,0.9493035452673084,0.9538409526469712,0.9680458825161492
93,Sample 8 of Surface from Railroad Valley - Playa,0.9826423957008604,0.9820271192089284,0.9295863360461448,0.9195444437098584,0.9492162557192138
94,Sample 10 of Surface from Railroad Valley - Playa,0.8882813522704307,0.8984503155866737,0.8938267752562635,0.9814319154807504,0.9796955443561493
95,Sample 6 of Surface from Railroad Valley - Playa,0.9782787142341736,0.9792370836164108,0.9725024160013848,0.9824410092844033,0.9800881726281758
96,Sample 7 of Surface from Railroad Valley - Playa,0.97157424800213,0.9770197192231516,0.9433299517494383,0.9410763978424952,0.9589060743777909
97,Sample 3 of Surface from Railroad Valley - Playa,0.9762355306982812,0.9770063275749624,0.9599131989926654,0.9688052083532752,0.9765383139832254
98,"Soil Sample 9 from Death Valley, CA",0.9235765095489342,0.907532585874376,0.8975926740895054,0.9503224786030708,0.960987096034402
99,"Soil Sample 1 from Death Valley, CA",0.9556248103994792,0.953485852188338,0.9492045570010704,0.9668991622061216,0.9676608615911028
100,"Soil Sample 5 from Death Valley, CA",0.937188965399822,0.9142707127560046,0.9072269935843186,0.9498434327113172,0.9615478311379348
101,"Soil Sample 8 from Death Valley, CA",0.8771636335486706,0.8473028431628462,0.8343958161888921,0.9449262628033684,0.9631758318362396
102,"Soil Sample 10 from Death Valley, CA",0.9587008683719634,0.9661244791728426,0.962649998427058,0.9712821000167566,0.9716822187562324
103,"Soil Sample 2 from Death Valley, CA",0.9042410263591332,0.9108921970026792,0.9080500670711572,0.954017296214182,0.955916618373994
104,"Soil Sample 6 from Death Valley, CA",0.8804508120241604,0.8643542600318641,0.8438761210048826,0.9506623330905905,0.9585894406533222
105,"Soil Sample 7 from Death Valley, CA",0.8873422281394346,0.8608944962663554,0.847137889996014,0.9544711054565208,0.9711092257915704
106,"Sample 5 of Surface in Koehn, CA",0.925935105028847,0.9373396512655752,0.9481787296709636,0.9660354657953496,0.9669298114449808
107,"Sample 1 of Surface in Koehn, CA",0.9568995204719418,0.9579994171104056,0.965471879895555,0.9784929136504344,0.9798632674483928
108,"Sample 6 of Surface in Koehn, CA",0.9652247082272422,0.96488535597777,0.9604861842384904,0.972401178731922,0.9704005524991784
109,"Sample 2 of Surface in Koehn, CA",0.9415187768611548,0.949751821512428,0.9586423975272208,0.9764508879608484,0.9782308050172002
110,"Sample 3 of Surface in Koehn, CA",0.9415438146073768,0.9331849520724862,0.9288477740830876,0.9696432864045872,0.9721140961859784
